title,body
Goldman Earnings Fail to Shift Focus From Case,"On Wall Street, the numbers usually speak for themselves, but for Goldman Sachs, even a blockbuster earnings report on Tuesday failed to shift attention away from the fraud accusations leveled last week by the S.E.C."
Goldman Says It Has No Plans to Exit Dark Pool Business,"Harvey Schwartz, the chief financial officer of Goldman Sachs, told analysts that he had “no strategic plans” to close the bank’s dark pool trading business known as Sigma X."
BlackRock Hires Former Goldman Banker,"BlackRock said Friday that it had hired a former Goldman Sachs banker, Kendrick R. Wilson, to be a vice chairman and help support the firm’s client relations."
What to Watch at Senate’s Hearing on Goldman,White Collar Watch takes a look at some of the questions that Goldman Sachs seems likely to face at a Senate hearing on Tuesday and how the firm may try to limit the damage to its reputation from S.E.C. fraud charges.
"At Goldman, Pressure on Staff to Keep a Low Profile","Investment banks have always prized discretion among employees. But at Goldman Sachs, a public persona can be a liability."
Goldman’s New Financials Look Similar to Old,"Goldman Sachs, whose operations have been called a black box, is giving investors just a small peak behind the curtain with its newly redesigned financial statements."
Goldman Executives May Figure Prominently in Gupta Case,"Among those who may be deposed are John H. Bryan, a Goldman director and former chief executive of Sara Lee; Jon Winkelried, a former Goldman co-president; and W. James McNerney Jr., a Procter & Gamble director and Boeing chief executive."
The Goldman View: Blankfein and Cohn,Two new profiles of the Goldman Sachs executives Lloyd C. Blankfein and Gary D. Cohn shed light on the men atop the secretive investment bank.
"For Goldman, the Fintech Revolution Can’t Come Soon Enough","Only a tax break spared the Wall Street firm a dreary first quarter. Its young online banking unit, Marcus, is growing fast, however."
Goldman Analyst Is Said to Face Insider Trading Inquiry,Federal prosecutors are investigating whether a senior technology industry analyst for Goldman Sachs provided confidential information to the bank’s hedge fund clients.
"At Goldman, Pressure on Staff to Keep a Low Profile","Investment banks have always prized discretion among employees. But at Goldman Sachs, a public persona can be a liability."
Goldman Says It Has No Plans to Exit Dark Pool Business,"Harvey Schwartz, the chief financial officer of Goldman Sachs, told analysts that he had “no strategic plans” to close the bank’s dark pool trading business known as Sigma X."
Abercrombie Hires Goldman,"Abercrombie & Fitch has retained Goldman Sachs as an adviser as the troubled clothier assesses potential responses to moves by one of its investors, the activist hedge fund Relational Investors, a person briefed on the matter said on Wednesday."
"From Buffett, Thought-Out Support for Goldman","Warren Buffett is one prominent person who has publicly supported Goldman Sachs, and he may have a point."
Goldman Reaches Deal to Let C.E.O. Be Chairman,"Goldman Sachs has reached a deal with the CtW Investment Group, an organization that advises union pension funds, to halt a vote on a proposal to split the roles of chairman and chief executive."
Goldman Alumni Learn New Lessons Far From Wall Street,Ex-Goldman Sachs employees are sharing their ideas about what their old firm can do to help small businesses. 
Goldman Alumni Learn New Lessons Far From Wall Street,Ex-Goldman Sachs employees are sharing their ideas about what their old firm can do to help small businesses. 
Goldman Names Successor for Top Deal Maker,"Goldman Sachs confirmed on Monday that George N. Mattson, one of the firm’s top deal makers in the industrial sector, will retire, and it named Dusty Philip as his successor."
"Blackstone and Goldman to Buy Ipreo, a Financial Information Provider",The deal with Kohlberg Kravis Roberts is the latest instance of private equity firms buying holdings from one another.
Executive Covets Goldman Seat Where a Friend Snugly Sits,Gary D. Cohn has long been considered the man who will be the next C.E.O. of Goldman Sachs; the problem is the current chief isn’t ready to leave.
The Team That Built the S.E.C.’s Goldman Case,"What kind of team do you assemble when trying to catch out an investment bank? The Security and Exchange Commission assembled an eclectic team in its pursuit of Goldman, The Washington Post reported."
Goldman’s Earnings Impress but Don’t Fully Convince,"Trading, share buybacks and operating leverage all helped the investment bank to its best showing in a year-and-a-half."
Goldman Took Biggest Loan in Federal Reserve Program,"A Goldman Sachs unit borrowed $15 billion from the Federal Reserve on Dec. 9, 2008, the Fed disclosed."
Nomura Hires a Prominent Former Goldman Analyst,"Richard G. Sherlund, a former Goldman Sachs partner and top-ranked software industry analyst for nearly two decades, is joining Nomura as its head of technology research."
Goldman Fined $10 Million for Tips Sent to Big Clients,Massachusetts regulators call the practice “a dishonest and unethical violation” of the state’s securities act.
Former Head of Barclays’ Mergers Unit to Join Goldman,"Paul G. Parker has been hired as a co-chairman of Goldman Sachs’s mergers unit, a spokesman for the bank said."
EQT and Goldman Funds Sell $676 Million Stake in Danish Outsourcing Company,The private placement was the second time that EQT and the Goldman funds have sold shares in the company since its initial public offering in March.
A Turbulent Q2 for Goldman and Morgan Stanley?,"Goldman Sachs and Morgan Stanley have generated billions of dollars of revenue from fixed income trading over the last year, but that profit engine may have sputtered in the second quarter as bond markets grew turbulent, Reuters reported."
Court Overturns Conviction of Ex-Goldman Programmer,"A federal appeals court reversed the conviction late Thursday of Sergey Aleynikov, a former Goldman Sachs programmer found guilty of stealing proprietary code from the bank’s high-frequency trading platform."
Goldman Prepares for Worst-Case Outcome in Europe,Gary D. Cohn says that Goldman is currently examining all euro-denominated contracts to understand what the ability to pay in a different currency would be if the euro disappears.
Bigger Might Have Been Better for Goldman,"Comparisons with mega-banks like Citigroup, Bank of America and JPMorgan Chase suggest Goldman’s focus isn’t always an advantage."
Panel’s Blunt Questions Put Goldman on Defensive,The gap between Wall Street and the rest of the country was a recurring theme at Tuesday’s subcommittee hearing.
After Goldman,"The financial-reform measure approved by a Senate committee would go a long way toward making the system safer, but it does not go far enough."
Goldman Had Just 2 Down Trading Days in 3rd Quarter,"Goldman Sachs reaped more than $75 million in trading revenue on 31 separate days in the third quarter, an impressive showing, but down from previous quarters this year."
"Alice Goldman, Benjamin Reiter",The bride will begin a federal clerkship in November; the bridegroom writes for Sports Illustrated.
Goldman Earnings Fail to Shift Focus From Case,"On Wall Street, the numbers usually speak for themselves, but for Goldman Sachs, even a blockbuster earnings report on Tuesday failed to shift attention away from the fraud accusations leveled last week by the S.E.C."
"From Buffett, Thought-Out Support for Goldman","Warren Buffet is one prominent person who has publicly supported Goldman Sachs, and he may have a point."
Bausch & Lomb Said to Hire Goldman to Explore a Sale,"Bausch & Lomb, the eye care products maker, has hired Goldman Sachs to explore a sale of the company in the hopes of fetching more than $10 billion, a person briefed on the matter said on Tuesday."
